text,sentiment
глава государства нурсултан назарбаев прокомментировал освобождение куандыка бишимбаева должности министра национальной экономики сообщает ссылкой акорду министр национальной экономики куандык бишимбаев отстранен должности связи возникшими вопросами деятельности холдинге байтерек настоящее время отношении проводятся следственные мероприятия новым руководителем министерства национальной экономики назначен тимур сулейменов полагаю справится поставленными задачами отметил нурсултан назарбаев ходе встречи руководящим составом министерства иностранных дел напомним декабря указом президента рк новым министром национальной экономики рк назначен тимур сулейменов другим указом глава государства уволил куандыка бишимбаева поста министра нацэкономики куандык бишимбаев возглавил мнэ рк мая текущего года должность назначен указом президента мая прежний министр ерболат досаев подал отставку ерболат досаев возглавил ао национальный управляющий холдинг байтерек ранее сообщалось ряд должностных лиц ао байтерек подозревается коррупции среди сын экс спикера мажилиса парламента рк кабибуллы джакупова аслан жакупов зампредседателя правления компании досудебное расследование фактам получения взяток начато также отношении руководителя департамента дирекции государственно частного партнерства айтимбетова управляющего директора сариева следствием установлено люди наладили коррупционную схему систематического получения взяток особо крупных размерах лоббирование интересов строительных компаний закупках услуг строительству арендного жилья регионах рамках госпрограммы н рлы жол санкции районного суда алматинского района астаны отношении заместителя председателя правления ао байтерек джакупова руководителя департамента дирекции государственного частного партнерства айтимбетова бывшего нынешнего управляющих директоров анарбай сариева руководства тоо смагулова есмуханова жуманазар комарова избрана мера пресечения арест,negative
новые модели вагонов т лпар тальго подвергли различным силовым испытаниям казахстане россии германии австрии испании чехии италии великобритании франции передает ссылкой пресс службу ао нк аза стан р жолы лейпциге вагоны подвергались воздействию различных нагрузок которые могут иметь место процессе эксплуатации мадриде специальном стенде проведены испытания усталостную прочность тележек вене специальной камере проводились климатические испытания результаты испытаний показали пассажирские составы отвечают требованиям технического регламента таможенного союза безопасности железнодорожного подвижного состава это подтверждается сертификатом соответствия выданным нашей организацией сообщил первый заместитель руководителя фбу регистр сертификации федеральном железнодорожном транспорте александр карякин астане время торжественного вручения сертификата соответствия требованиям технического регламента тс вагоны повышенной комфортности выпускаются рамках реализации долгосрочной программы обновлению парка подвижного состава системе пассажирских перевозок отметил вице президент ао нк аза стан р жолы еркин жусанбаев вагоны повышенной комфортности составе скоростных поездов будут курсировать декабря года маршруту астана алматы начала следующего года маршруту алматы шымкент ктж отмечают пассажиров скоростных поездов созданы комфортные условия частности таких вагонов значительно увеличена ширина кузова это позволило расширить проходы увеличить размеры санузлов целом объем помещений составе появились новых типа вагонов турист гранд класс первом типе вагонов будут кресла место багажа втором предусмотрены электрические подъемники купе индивидуальным душем туалетом пассажиров ограниченными возможностями рамках обновления подвижного состава года планируется запуск дополнительно семь поездов вагонов т лпар тальго новой модели маршрутам алматы павлодар актобе мангышлак астана лениногорск актобе атырау алматы костанай астана сарыагаш алматы мангышлак ранее сообщалось июле года динамические испытания направлены состава вагонов т лпар тальго,neutral
ближайшие года государственных предприятий будут переданы управление частным лицам сообщает среди лотов крупнейшие нефтегазодобывающие авиакомпании заводы коммунальные предприятия отвечающие передачу распределение газа воды электроэнергии дома казахстанцев также международные аэропорты единственный морской порт предприятий самой высокой доходностью подлежащих приватизации е место ао пассажирские перевозки доход тенге приватизация намечена г сегодняшний день акционерное общество занимается организацией перевозок населения железнодорожным транспортом маршрутам штат компании насчитывает около тысяч работников балансе числится объектов недвижимости включая пассажирские платформы багажные отделения кладовые около двух тысяч пассажирских вагонов тысячи билетных касс двух тысяч терминалов самообслуживания продаже билетов состав предприятия также входят вагонсервис отвечающий техническое обслуживание пассажирского подвижного состава пассажирская лизинговая вагонная компания сдающая аренду пассажирский подвижной состав е место тоо ск фармация доход тенге конец г товарищество занимается организацией открытых торгов закупке лекарственных средств рамках гарантированного объ ма бесплатной медицинской помощи поставками лекарств медизделий государственные медицинские организации многим другим года соответствии постановлением правительства рк выступает организатором закупа медицинской техники приобретаемой сч т средств республиканского бюджета также дальнейшей е передачи организациям здравоохранения условиях финансового лизинга штат компании насчитывает около сотрудников е место ао эйр астана доход тенге г крупнейший пассажирский авиаперевозчик страны являющийся совместным предприятием фонда национального благосостояния самрук азына британской компании парк воздушных судов авиакомпании составляет самол тов компания обеспечивает перел направлениям штат сотрудников насчитывает тысячи человек списке имущества принадлежащего компании также числятся девять земельных участков бизнес центром техническими помещениями астане алматы е место ао казахтелеком доход тенге г компания монополист обеспечивающая телефонную связь всему казахстану списке имущества принадлежащего числится тысячи объектов недвижимости штат работников состоит тысяч сотрудников имеется дочерних компаний среди которых ао алтел нурсат тоо востоктелеком кт ооо сигнум е место ао национальная атомная компания казатомпром доход тенге г компания профилируется добыче природного урана ториевой руды производстве закиси окиси урана обогащении изготовлении компонентов ядерного топлива кроме основной деятельности акционерное общество осуществляет деятельность смежных высокотехнологичных отраслях таких производство танталовой бериллиевой ниобиевой редкоземельной продукции фотовольтаических модулей штат сотрудников насчитывает около человек е место национальная компания казмунайгаз доход тенге г основная работа компании которой слову трудится тысяч человек заключается разведке добыче нефти газа дальнейшей транспортировке переработке сбыте собственности имеется земельных участка различным целевым назначением состав группы компаний кмг входят предприятий числе разведка добыча казмунайгаз казтрансойл казтрансгаз другие е место ао национальная компания казахстан темир жолы доход тенге г нацкомпания является оператором магистральной железнодорожной сети рк отвечает перевозку пассажиров грузов железнодорожным транспортом собственности находится тысячи объектов недвижимости штат насчитывает около тысяч сотрудников кжд имеет холдинговую структуру портфель активов компании включает дочерних зависимых совместно контролируемых организаций протяж нность магистральных железнодорожных путей составляет тысяч км парк грузовых вагонов состоит единиц парк локомотивов единиц источник,neutral
рамках рабочей поездки мангистаускую область премьер казахстана карим масимов ознакомился ходом реализации проекта расширению порта актау северном направлении сообщает первостепенно это касается безопасности аэропортах железнодорожных вокзалах премьер провел первую тренировку сочи процессе поездок регионам масимов проверил аэропорты актобе караганды талдыкоргана костаная павлодара атырау актау ознакомился реконструкцией аэропорта петропавловске паромный комплекс порта курык начнет перевалку грузов летию независимости институт религии политики несет ответственности содержание информации которую размещают пользователи ресурса возрастная категория интернет сайта редакция сайта институт религии политики актауский порт расположенный полуострове мангышлак каспии имеет стратегическое значение развития общем экономики республики является единственным международным морским портом страны объем экспорта газа первое полугодие года составил приблизительно млрд кубометров международный аэропорт уральска введен эксплуатацию нацкомпания актауский международный морской торговый порт г планирует довести долю грузообороте прикаспийских стран сказал президент ао казахстан темир жолы аскар мамин этому времени доля актауского морпорта грузообороте прикаспийских стран вырастет также участники совещания проинформировали действующие тарифы морского порта являются нерентабельными,positive
форуме евразийская неделя обсудили механизмы реализации промышленной политики еаэс сергей сидорский октября инновационном центре сколково полях выставочного форума евразийская неделя рамках московского международного форума инновационного развития открытые инновации состоялся круглый стол эффективные механизмы реализации промышленной политики евразийском экономическом союзе еаэс информирует пресс служба еэк центральными темами мероприятия стали вопросы применения действенных инструментов промышленного сотрудничества числе формирование евразийских технологических платформ создание евразийских сетей промышленной кооперации субконтрактации также трансфер технологий развитие других объектов индустриально инновационной инфраструктуры мероприятии приветственным словом выступил член коллегии министр промышленности агропромышленному комплексу евразийской экономической комиссии сергей сидорский основные направления промышленного сотрудничества стран союза ключевые инструменты реализации промышленной политики раскрыл своем докладе директор департамента промышленной политики еэк николай кушнарев числе наиважнейших векторов нашей работы формирование новой инновационной экономики путем развития сотрудничества научно технической инновационной сферах создания индустриально инновационной инфраструктуры подчеркнул министр еэк сергей сидорский словам еэк развернула масштабную работу внедрению таких интеграционных механизмов инструментов евразийские технологические платформы евразийский инжиниринговый центр станкостроению также этим инструментам относятся евразийская сеть трансфера технологий евразийская сеть промышленной кооперации субконтрактации финансированию совместных кооперационных проектов участием евразийского банка развития отмечено октября совет еэк утвердил первые приоритетных евразийских технологических платформ работа которыми ведется промышленным блоком сторонами года дальнейших планах продолжение работы созданию евразийских техплатформ другим направлениям развития высоких технологий отношении создания евразийской сети промышленной кооперации субконтрактации министр еэк отметил такая сеть созданная участии промышленников союзных стран станет хорошим подспорьем прежде самого бизнеса обеспечит производителям государств членов возможность оперативно подбирать наиболее эффективных партнеров кооперации также помогает выстраивать рациональную организационную структуру производства вовлекать малые средние предприятия производственные цепочки крупных производителей оптимально загружать производственные мощности механизмы должны обеспечить синергетический эффект совместного развития промышленного производства ускорение темпов роста сокращение отставания уровня производительности труда промышленно развитых стран мира наращивание объемов взаимной торговли промышленной продукцией увеличение удельного веса высокотехнологичных видов деятельности промышленном производстве подытожил сергей сидорский сергей сидорский призвал участников мероприятия уделить внимание вопросам эффективности интеграционных механизмов внедряемых соответствии основными направлениями промышленного сотрудничества союзе оценке правильности выбранных отраслевых приоритетов неудовлетворительным темпам развития кооперации индустриальном секторе союза необходимо выявить причины проблем этих вопросах найти способы устранения,neutral
казахстане объявили скидки скоростные поезда т лпар тальго которые отправляются декабря сообщает караван поезда тулпар тальго кроме поездов астана алматы алматы шымкент отправлением декабря билеты приобрести раза дешевле ближе дате отправления поезда увеличении спроса стоимость билетов расти сохраняются действия ранее введенных дисконтных карт проезд поездах т лпар тальго которые применяются следующим категориям рмет жастар саяхатшы ардагер ардагер арда ана ам ор отмечается сообщении,positive
рейтинг наиболее востребованных казахстанцами брендов итогам отчетного периода возглавляет передает ссылкой пресс службу казавтопром октябрь отмечен наиболее высокими объемами продаж официальных дилеров начала года месяцев текущего года казахстанцы приобрели тысячи новых легковых автомобилей сумму млн итогам месяцев текущего года списке наиболее популярных казахстанском рынке моделей продолжает доминировать продукция отечественных автозаводов автомобиля реализованных итогам месяцев пришлось импорт покупателей остановили выбор продукции казахстанских автозаводов рейтинг наиболее востребованных казахстанцами брендов итогам отчетного периода возглавляет месяцев г территории республики продано автомобилей российской марки начала года казахстанский авторетейл демонстрирует стабильные показатели сбыта уровне свыше тысяч автомобилей ежемесячно сегодня казахстанцы предпочитают приобретать новые автомобили автоцентрах официальных дилеров октябре долю пришлось первично зарегистрированных автомобилей резюмировал председатель правления союза предприятий автомобильной отрасли казахстана казавтопром олег алф ров рейтинге легковых моделей лидирует седан ед позиции первой пятерки бестселлеров заняли модели второй строчке седан ед третьей расположился внедорожник ед четвертым популярности автомобилем стал кроссовер ед замыкает января октября результатом покупателя статус крупнейшей дилерской группы рынке казахстана удерживает холдинг бипэк авто азия авто итогам отчетного периода покупателей новых легковых автомобилей остановили выбор предложениях компании рынка пришлось сбыт кмк пятерку наиболее заметных участников казахстанского авторетейла вошли также вираж доля наибольшую активность приобретении легковых автомобилей январе октябре текущего года проявили жители городов алматы астана атырау караганда усть каменогорск шымкент фото,positive
января сегодня мет й председательством премьер министра республики казахстан бакытжана сагинтаева состоялось очередное заседание совета директоров ао фнб самрук казына далее фонд ходе заседания обсуждены вопросы реализации дорожной карты программы трансформации фонда итоги работы совета директоров год также рассмотрен проект плана развития годы бакытжан сагинтаев провел совещание вопросам приватизации объектов республиканской собственности сегодня мет й премьер министр республики казахстан бакытжан сагинтаев провел совещание вопросам приватизации крупных объектов республиканской собственности ходе совещания обсужден ход реализации дорожных карт годы передаче конкурентную среду двенадцати объектов республиканской собственности также трех крупных объектов ао нух байтерек трех объектов ао казагро итогам совещания премьер министр поручил государственным органам национальным управляющим холдингам ускорить выработку конкретных подходов топовым объектам справочно напомним согласно плана приватизации годы передачи конкурентную среду будут выставлены объектов второй волны приватизации числе годы объектов которых реализовано сообщению сайта,neutral
мангистауская область лидирует количеству нарушений прав потребителей товаров услуг таким результатам пришли исследователи казахстанского фонда защиты прав потребителей казахстанский фонд защиты прав потребителей пров,neutral
спасатели казахстана отмечают профессиональный праздник сегодня день образования государственного комитета республики казахстан чрезвычайным ситуациям указом президента рк октября года стал профессиональным праздником спасателей годы независимости республики казахстан спасательными подразделениями спасено порядка тысяч человек оказана медицинская помощь свыше тысячам пострадавшим совершено млн выезда аварийно спасательные работы месяцев года ликвидации последствий чрезвычайных происшествий службой пожаротушения оперативно спасательными другими подразделениями органов гражданской защиты осуществлено тыс выездов спасено свыше тыс человек эвакуировано зоны чс порядка тыс чел оказана первая медицинская помощь тыс пострадавшим сегодня служба гражданской защиты это тысяч человек личного состава современная техника оборудование которые делают спасательную структуру эффективной способной противостоять угрозам природного техногенного характера спасательных сил составляют успешно реализуется закон республики казахстан гражданской защите направленный создание условий безопасной жизнедеятельности населения большим спросом населения продолжают пользоваться услуги медицинских поездов является свидетельством актуальности высокой социальной значимости проекта заключены международные соглашения сотрудничестве области чс странами ближнего дальнего зарубежья минувшие годы долю спасателей выпало немало серьезных испытаний которых казахстанские спасатели доказывали компетентность оперативность решительность деле предупреждения ликвидации чрезвычайных ситуаций спасатели ежедневно проявляют мужество героизм находясь зоне риска ликвидации чрезвычайных ситуаций мирное время спасатели выполняют боевые задачи сражаясь жизнь соотечественников сохранность имущества,positive
сколько банкоматов функцией приема наличных казахстане подсчитали нацфонде сообщает анализ осуществлен основании данных размещенных сайтах банков второго уровняанализ осуществлен основании данных размещенных сайтах банков второго уровня состоянию ноября года настоящая информация является рекламой иного банка второго уровня продукта носит лишь информационный характер банкомат функцией приема наличных банкомат оснащенный устройством внесения наличных средств банковский счет казахстане банкоматов возможностью приема наличных наибольшее число банкоматов функцией приема наличных ао народный банк казахстана банкомата ао казкоммерцбанк третьем месте ао банкомата ао евразийский банк завершает пятерку ао цеснабанк банкомата других банках второго уровня количество банкоматов функцией приема наличных превышает единиц лидером количества банкоматов функцией приема наличных является алматы банкомата следующая астана восточно казахстанской области банкомата южно казахстанской области комиссия операциям различных банках варьируется составляет некоторых банках второго уровня комиссия взымается вовсе однако операциях банкомате одного банка зачислении счет другого комиссия составлять информацию фактическом расположении банкоматов функцией приема наличных ином регионе получить официальных сайтах банков второго уровня источник,neutral
мнению аналитиков году подорожание цен автомобильном рынке рк предвидится дешеветь авто будут предварительным итогам год завершен продажами тысяч новых авто лидером продаж новых машин г алматы наибольшее количество сделок итогам года зарегистрировано алматинской области сообщает перспективе трех лет ожидается рост продаж новых автомобилей условии роста цены нефть соответствии прогнозами международных организаций отсутствии значительных изменений курса валют девальвации увеличении стоимости брендодержателей других значительных факторов позитивные факторы рынка поэтапное снижение импортных пошлин рамках утвержденных тарифов вто понижение стоимости автомобилей импортного происхождения выдача сертификатов возмещающих часть расходов покупку нового автомобиля сдаче старого утилизацию стимулирует продажи машин казахстанского производства базовые тренды года дальнейший рост казахстанских машин структуре продаж цены сохранятся уровне года рост популярности внедорожников сегмента продолжен цены импортные автомобили будут зависеть курса тенге большей степени нежели машины отечественного производства объективно средняя цена импорт году выросла млн млн тенге локальное млн млн тенге поскольку курс стабилизировался значительных колебаний рынке ожидается цены года автомобили продержатся году рынок новых подержанных авто сохранит текущие показатели поскольку перспектив удешевление пока удешевления стоимости новых машин произведенных казахстане необходимо наращивать уровень локализации кроме значительную долю рынка составляет импорт наблюдается увеличение сегмента внедорожников тренд сохранится году увеличение доли структуре официальных продаж связано значительными продажами автомобилей др продажи автомобилей простимулировала программой облегченного кредитования наблюдается увеличение сегмента внедорожников тренд сохранится году увеличение доли структуре официальных продаж связано значительными продажами автомобилей др продажи автомобилей простимулировала программой облегченного кредитования продажи программе льготного кредитования проданных легковых автомобилей период май ноябрь единиц проданных легковых автомобилей локального пр ва период единиц доля льготного кредитования продажах легковых авто казахстанского производства тренды года программа льготного кредитования пользоваться популярностью населения г рост популярности повлияет начало программы сертификации утилизированных авто повышение лимита млн тенге влияние требований системе мониторинга эра глонасс эвак казахстанский автомобильный рынок техрегламент тс вступивший силу январе года требует обязательном порядке необходимо установку систему спутниковой навигации года транспортных средств исключения установкой систем спутникового мониторинга новую автомобильную технику будут заниматься сами производители т ч казахстане значительного влияния стоимость авто предвидится удорожание составит порядка тысяч тенге президент ассоциации казахстанского автобизнеса андрей лаврентьев данному поводу сказал следующее единая система быстрого реагирования однозначно нужна поскольку ценнее человеческих жизней такие моменты каждая минута счету думаю кого волновать стоимость установки зато временем лучшую сторону изменится статистика дтп сохранении жизни водителей дорогах заинтересованы источник,neutral
алматы января центр информации ввод обязательных пенсионных взносов работодателей условно накопительной системе казахстане могут перенести сообщает миа казинформ ссылкой министра здравоохранения социального развития рк тамару дуйсенову словам главы минздрава министерством национальной экономики внесено предложение переносе сроков введения пенсионных взносов работодателей условно накопительной системе рассматривается возможность перенесения сроков изучаем вопрос совместно национальной палатой предпринимателей сроки год года уч финансовой ситуации стратегии экономического развития которая разрабатываемся мнэ вместе рассмотрим сообщим сказала дуйсенова журналистам заседания правительства напоминает агентство января года казахстане предусмотрено введение новой условно накопительной пенсионной системы унс счет установления дополнительных пятипроцентных обязательных пенсионных взносов работодателя опвр,neutral
тэц шымкента долгов отключать газа будут сообщил начальник городского отдела жкх талгат касымбеков передает казтаг долгов отключать газа единственную тэц шымкента будут город тепла останется трехсторонний договор энергоцентром гкп куат жылу орталык юкф ао казтрансгаз аймак отключений газа долги будем отдавать графику отставания этому графику наверстаем заявил т касымбеков четверг долг тэц казтрансгаз аймак сегодняшний день составляет т млрд данным теплостанции образовался выплаты производит единственный партнер гкп куат жылу орталык январь тэц должна получить т млн часть суммы счет погашения прошлогодней задолженности однако поступило лишь т млн словам т касымбекова долг появляется разница начислениями казтрансгаз аймак тэц частности газовики сразу выставляют счет определенный поставленный объем газа абонентов начисление квитанциям производиться позже подробно прокомментировать сумму долга затруднился напомним января критической ситуации долгами отопление заявил заместитель акима шымкента бейсенбек жанбосынов момент долг составлял т млрд причиной назвали тыс абонентов которые выплатили деньги сокращен объем газа поставляемый тэц,neutral
